gid,name,state_name,fips,a_sqkm,mms_refineries_kg,mms_metals_kg,mms_ammonia_kg,mms_biofuels_kg,mms_synfuels_kg,mms_ngas_kg,mms_ld_fcev_kg,mms_mhd_fcev_kg,mms_season_enrgy_strg_kg,tot_kg,solar_metric_tons,wind_metric_tons,solar_kg,wind_kg,total_resource_kg,total_resource_minus_total_demand_kg
"2110",Cimarron,Oklahoma,"40025",4767.81186843859,0,0,0,0,0,12792516.5871668,1135534.07978135,432584.411983838,4196599.70455171,18557234.7834837,5616953.33043,1570615.535,5616953330.43,1570615535,7187568865.43,7169011630.64652
"2122",Garvin,Oklahoma,"40049",2106.77348365107,29658636.95375,0,0,0,0,12792516.5871668,2990203.56091236,1139125.16774337,2019355.67423658,48599837.9438091,1996848.90182,447619.2037,1996848901.82,447619203.7,2444468105.52,2395868267.57619
"2111",Cleveland,Oklahoma,"40027",1442.81825044349,0,0,0,135534476.978911,0,12792516.5871668,17486527.212111,6661534.18587575,1382950.39477898,173858005.358844,1007642.58626,106898.1753,1007642586.26,106898175.3,1114540761.56,940682756.201156
"2112",Coal,Oklahoma,"40029",1350.66641915718,0,0,0,0,0,12792516.5871668,1156785.01692886,440680.007099599,1294622.28316975,15684603.894365,1171069.6813,15328.56222,1171069681.3,15328562.22,1186398243.52,1170713639.62564
"2113",Comanche,Oklahoma,"40031",2806.17157324919,0,0,0,0,0,12792516.5871668,9005219.18988957,3430559.69645054,2689733.15512863,27918028.6286355,2127277.61811,543570.7876,2127277618.11,543570787.6,2670848405.71,2642930377.08136
"2114",Cotton,Oklahoma,"40033",1665.01785942203,0,0,0,0,0,12792516.5871668,759195.870151156,289217.474770227,1595930.12168648,15436860.0537746,1919670.5463,463682.168,1919670546.3,463682168,2383352714.3,2367915854.24623
"2115",Craig,Oklahoma,"40035",1974.78314891111,0,0,0,0,0,12792516.5871668,2007717.99388667,764844.951181093,2707874.30253029,18272953.8347648,1906264.00587,434257.6804,1906264005.87,434257680.4,2340521686.27,2322248732.43524
"2116",Creek,Oklahoma,"40037",2511.62582771072,0,0,0,0,0,12792516.5871668,5874654.14305467,2237963.48637203,3444007.02435575,24349141.2409492,1704088.6631,51747.11009,1704088663.1,51747110.09,1755835773.19,1731486631.94905
"2118",Delaware,Oklahoma,"40041",2052.25233779387,0,0,0,0,0,12792516.5871668,4925123.32499958,1876237.45991231,2814102.08046589,22407979.4525445,1072696.62493,143442.0102,1072696624.93,143442010.2,1216138635.13,1193730655.67746
"2595",Hemphill,Texas,"48211",2362.33587689884,0,0,0,0,0,3878046.36698033,1695659.40624803,645965.489048032,801119.683218143,7020790.94549454,2215530.46522,863725.4785,2215530465.22,863725478.5,3079255943.72,3072235152.77451
"2120",Ellis,Oklahoma,"40045",3192.79757815563,0,0,0,0,0,12792516.5871668,1543656.49061223,588059.616339393,3060316.61978389,17984549.3139023,2956088.9087,1082391.027,2956088908.7,1082391027,4038479935.7,4020495386.3861
"2121",Garfield,Oklahoma,"40047",2745.88512830768,0,0,159864664.834003,0,125000000.04,12792516.5871668,7330120.68089525,2792426.93017738,2631948.21734728,310411677.28959,2990291.33357,837048.2411,2990291333.57,837048241.1,3827339574.67,3516927897.38041
"2123",Grady,Oklahoma,"40051",2866.15387680459,0,0,0,0,0,12792516.5871668,5424144.99205087,2066340.95240295,2747226.57147279,23030229.1030934,2695562.25441,737471.1024,2695562254.41,737471102.4,3433033356.81,3410003127.70691
"2146",Mayes,Oklahoma,"40097",1770.17901132882,0,0,33833791.4992599,0,31250000.01,12792516.5871668,7010145.60177684,2670531.66176187,2427315.7578334,89984301.1177988,1318205.497,266969.0459,1318205497,266969045.9,1585174542.9,1495190241.7822
"2125",Greer,Oklahoma,"40055",1673.33968980339,0,0,0,0,0,12792516.5871668,649854.152148835,247563.486898331,1603906.64860362,15293840.8748175,1772976.45,479576.7883,1772976450,479576788.3,2252553238.3,2237259397.42518
"2126",Harmon,Oklahoma,"40057",1395.62824859718,0,0,0,0,0,12792516.5871668,296629.730471306,113001.802251115,1337718.48032066,14539866.6002098,1541917.2863,408830.5615,1541917286.3,408830561.5,1950747847.8,1936207981.19979
"2127",Harper,Oklahoma,"40059",2696.94474901041,0,0,0,0,0,12792516.5871668,1189580.77767635,453173.630259946,2585038.5550603,17020309.5501634,2528157.80652,888885.998,2528157806.52,888885998,3417043804.52,3400023494.96984
"2433",Henderson,Tennessee,"47077",1362.05764598307,0,0,0,0,0,2700128.13226527,2611753.38352987,994953.671384848,3381229.81825426,9688065.00543425,696163.417609,0,696163417.609,0,696163417.609,686475352.603566
"2128",Haskell,Oklahoma,"40061",1620.25711197011,0,0,0,0,0,12792516.5871668,1531364.16300395,583376.824862658,1553026.66288964,16460284.237923,982924.498261,7312.781348,982924498.261,7312781.348,990237279.609,973776995.371077
"2129",Hughes,Oklahoma,"40063",2112.12621636739,0,0,0,0,0,12792516.5871668,1545464.31588536,588748.311682556,2024486.30231181,16951215.5170465,1553597.9637,67679.12204,1553597963.7,67679122.04,1621277085.74,1604325870.22295
"2137",Le Flore,Oklahoma,"40079",4165.59816859269,0,0,0,0,0,12792516.5871668,6604859.03604375,2516136.77934992,3992752.12243479,25906264.5249952,1662959.03117,10544.83096,1662959031.17,10544830.96,1673503862.13,1647597597.605
"2139",Logan,Oklahoma,"40083",1939.05919649512,0,0,0,0,0,12792516.5871668,3107273.84802954,1183723.37242528,1858600.47200573,18942114.2796273,1808894.268,413098.9002,1808894268,413098900.2,2221993168.2,2203051053.92037
"2145",Marshall,Oklahoma,"40095",1104.61331679925,0,0,0,0,0,12792516.5871668,2052522.46274649,781913.320295745,1058778.83238315,16685731.2025921,828455.855652,64571.06452,828455855.652,64571064.52,893026920.172,876341188.969408
"2130",Jackson,Oklahoma,"40065",2080.66347896921,0,0,0,0,0,12792516.5871668,2672347.45256074,1018037.12628782,1994329.0700393,18477230.2360546,2400859.63563,571305.6809,2400859635.63,571305680.9,2972165316.53,2953688086.29395
"2131",Jefferson,Oklahoma,"40067",2003.83094005047,0,0,0,0,0,12792516.5871668,950314.166703621,362024.444992926,1920684.59680306,16025539.7956664,2180305.2087,530434.263,2180305208.7,530434263,2710739471.7,2694713931.90433
"2132",Johnston,Oklahoma,"40069",1706.97823100981,0,0,0,0,0,12792516.5871668,1620418.25194721,617302.192129218,1636149.40255195,16666386.4337951,1614455.435,133783.0913,1614455435,133783091.3,1748238526.3,1731572139.8662
"2133",Kay,Oklahoma,"40071",2446.74232829613,78813234.55285,0,0,0,31250000.01,12792516.5871668,4733081.02797833,1803078.48951051,2345217.95645398,131737128.62396,2268105.81248,591899.5363,2268105812.48,591899536.3,2860005348.78,2728268220.15604
"2135",Kiowa,Oklahoma,"40075",2666.72481199415,0,0,0,0,0,12792516.5871668,1620226.52476869,617229.153203959,2556072.55479382,17586044.8199332,2826227.28478,774387.5611,2826227284.78,774387561.1,3600614845.88,3583028801.06007
"2138",Lincoln,Oklahoma,"40081",2501.73193726851,0,0,0,0,0,12792516.5871668,3310601.57553133,1261181.55444506,2397925.8435449,19762225.5606881,2229061.89348,318485.9774,2229061893.48,318485977.4,2547547870.88,2527785645.31931
"2140",Love,Oklahoma,"40085",1380.28626998402,0,0,0,0,0,12792516.5871668,969193.677064882,369216.639426881,1323013.09703815,15453940.0006967,1262770.27761,128375.3529,1262770277.61,128375352.9,1391145630.51,1375691690.5093
"2141",McClain,Oklahoma,"40087",1504.49600081555,0,0,0,0,0,12792516.5871668,4533220.32475844,1726941.07864769,1442068.9075923,20494746.8981652,1452480.24947,344666.9228,1452480249.47,344666922.8,1797147172.27,1776652425.37183
"2142",McCurtain,Oklahoma,"40089",4930.6623296029,0,0,0,0,0,12792516.5871668,4868832.18217879,1854793.21499655,4726070.94701655,24242212.9313586,2617819.56561,1017.835826,2617819565.61,1017835.826,2618837401.436,2594595188.50464
"2143",McIntosh,Oklahoma,"40091",1847.97667248433,0,0,0,0,0,12792516.5871668,4175439.93304291,1590643.78636438,1771297.2981656,20329897.6047397,1245261.84326,71507.82287,1245261843.26,71507822.87,1316769666.13,1296439768.52526
"2144",Major,Oklahoma,"40093",2481.30929278796,0,0,0,0,0,12792516.5871668,2307345.78809453,878988.872952581,2378350.60997815,18357201.858192,2441557.63261,726110.287,2441557632.61,726110287,3167667919.61,3149310717.75181
"2330",Beadle,South Dakota,"46005",3276.21608469981,0,0,0,0,10416666.67,2218426.52061505,1780975.83347088,678466.985180905,273762.453862723,15368298.4631296,3122658.37609,1095298.345,3122658376.09,1095298345,4217956721.09,4202588422.62687
"2712",Terry,Texas,"48445",2308.0334853318,0,0,0,0,0,3878046.36698033,2690151.53562121,1024819.6341304,782704.556412686,8375722.09314462,2952067.45011,636050.917,2952067450.11,636050917,3588118367.11,3579742645.01686
"2147",Murray,Oklahoma,"40099",1101.03770204106,0,0,0,0,0,12792516.5871668,1630713.18059144,621224.069713763,1055351.58308137,16099805.4205533,869678.036957,200327.9933,869678036.957,200327993.3,1070006030.257,1053906224.83645
"2161",Pushmataha,Oklahoma,"40127",3684.27184477266,0,0,0,0,0,12792516.5871668,2129626.36441749,811286.235261388,3531397.80470293,19264826.9915486,1386814.0213,23271.98739,1386814021.3,23271987.39,1410086008.69,1390821181.69845
"2148",Muskogee,Oklahoma,"40101",2174.57189934166,0,0,0,0,0,12792516.5871668,8613768.2127382,3281435.51445846,2981829.86242245,27669550.1767859,1757199.60755,176486.8726,1757199607.55,176486872.6,1933686480.15,1906016929.97321
"2149",Noble,Oklahoma,"40103",1923.04439319868,0,0,0,0,0,12792516.5871668,2506647.07729714,954913.17371327,1843250.18201992,18097327.0201971,1947144.60348,538402.94,1947144603.48,538402940,2485547543.48,2467450216.4598
"2150",Nowata,Oklahoma,"40105",1503.88963716378,0,0,0,0,0,12792516.5871668,1487797.46708802,566779.988298757,2062172.80341028,16909266.8459638,1434664.51696,338499.8541,1434664516.96,338499854.1,1773164371.06,1756255104.21404
"2151",Okfuskee,Oklahoma,"40107",1629.33039383722,0,0,0,0,0,12792516.5871668,886852.646895379,337848.627887432,1561723.46079624,15578941.3227458,1401237.98522,91078.98639,1401237985.22,91078986.39,1492316971.61,1476738030.28725
"2152",Oklahoma,Oklahoma,"40109",1860.71195563351,0,0,0,0,0,12792516.5871668,65958803.4683542,25127163.2631313,1783504.14740206,105661987.466054,857388.092696,82991.33543,857388092.696,82991335.43,940379428.126,834717440.659946
"2153",Okmulgee,Oklahoma,"40111",1818.09355187535,0,0,0,0,0,12792516.5871668,5200952.8653758,1981315.38021075,2493017.42899413,22467802.2617474,1517810.18725,158940.6973,1517810187.25,158940697.3,1676750884.55,1654283082.28825
"2154",Osage,Oklahoma,"40113",5967.54725081926,0,0,0,0,0,12792516.5871668,4195169.99823138,1598160.00168537,8182856.86635468,26768703.4534382,3808567.48713,954418.2441,3808567487.13,954418244.1,4762985731.23,4736217027.77656
"2169",Tulsa,Oklahoma,"40143",1520.39652003143,64367116.16405,0,0,90356317.985941,0,12792516.5871668,49005346.6260708,18668703.5041563,2084807.47292163,237274808.340306,710352.811109,37399.80117,710352811.109,37399801.17,747752612.279,510477803.938694
"2434",Henry,Tennessee,"47079",1539.09068573726,0,0,0,0,0,2700128.13226527,3471010.37199966,1322289.66747558,3820704.16399756,11314132.3357381,861843.194072,0,861843194.072,0,861843194.072,850529061.736262
"2156",Pawnee,Oklahoma,"40117",1540.78284760486,0,0,0,0,0,12792516.5871668,3144953.79968754,1198077.63974475,1476850.07914813,18612398.1057472,1216129.64326,298444.4209,1216129643.26,298444420.9,1514574064.16,1495961666.05425
"2157",Payne,Oklahoma,"40119",1804.38885299305,0,0,0,135534476.978911,0,12792516.5871668,7610710.5669516,2899318.3154995,1729518.09821821,160566540.546747,1563120.04843,302207.4028,1563120048.43,302207402.8,1865327451.23,1704760910.68325
"2158",Pittsburg,Oklahoma,"40121",3567.28402456433,0,0,0,0,0,12792516.5871668,8491260.36680235,3234765.85879496,3419264.2410391,27937807.0538032,1877048.50848,50568.37591,1877048508.48,50568375.91,1927616884.39,1899679077.3362
"2159",Pontotoc,Oklahoma,"40123",1877.20113775841,0,0,0,0,0,12792516.5871668,4600841.45788647,1752701.51035353,1799309.13248746,20945368.6878942,1629792.985,187727.5808,1629792985,187727580.8,1817520565.8,1796575197.11211
"2331",Bennett,South Dakota,"46007",3082.64941773244,0,0,0,0,0,2218426.52061505,387381.493875265,147573.902646514,257587.91458783,3010969.83172466,2178899.02826,996753.6102,2178899028.26,996753610.2,3175652638.46,3172641668.62828
"2160",Pottawatomie,Oklahoma,"40125",2054.15586981503,0,0,0,0,0,12792516.5871668,6133984.2011789,2336755.8896128,1968921.3594471,23232178.0374056,1789873.46277,211072.7332,1789873462.77,211072733.2,2000946195.97,1977714017.93259
"2162",Roger Mills,Oklahoma,"40129",2968.25581379209,0,0,0,0,0,12792516.5871668,1353574.81673167,515647.549992286,2845091.92216486,17506830.8760556,2567722.65,849958.9576,2567722650,849958957.6,3417681607.6,3400174776.72394
"2163",Rogers,Oklahoma,"40131",1842.08327707632,0,0,155635440.896595,0,156250000.05,12792516.5871668,9181396.011569,3497674.67623701,2525912.76762019,339882940.989188,1420524.1392,292824.6335,1420524139.2,292824633.5,1713348772.7,1373465831.71081
"2164",Seminole,Oklahoma,"40133",1658.23602020533,0,0,0,0,0,12792516.5871668,3239779.44134039,1234201.69376107,1589429.68601541,18855927.4082836,1326545.41804,78886.48513,1326545418.04,78886485.13,1405431903.17,1386575975.76172
"2165",Sequoyah,Oklahoma,"40135",1848.79592960007,0,0,0,0,0,12792516.5871668,3406767.55312537,1297816.2126302,1772082.56127915,19269182.9142015,854004.579335,4740.350217,854004579.335,4740350.217,858744929.552,839475746.637799
"2167",Texas,Oklahoma,"40139",5306.38633456457,0,0,0,0,0,12792516.5871668,4010574.05125039,1527837.736065,4670649.75262199,23001578.1271041,5958082.31522,1846874.923,5958082315.22,1846874923,7804957238.22,7781955660.0929
"2181",Crook,Oregon,"41013",7738.6090810398,0,0,0,0,0,10447867.1282204,2252327.83425091,858029.65240979,2076263.0934028,15634487.7082839,1987865.43957,25232.55157,1987865439.57,25232551.57,2013097991.14,1997463503.43172
"2223",Carbon,Pennsylvania,"42025",1005.82041627242,0,0,0,0,0,9909992.93907804,4017787.21911667,1530585.60954192,13528720.277069,28987086.0448056,106063.518216,61.186696,106063518.216,61186.696,106124704.912,77137618.8671944
"2168",Tillman,Oklahoma,"40141",2279.35712382178,0,0,0,0,0,12792516.5871668,814961.768925799,310461.626715737,2184778.1820494,16102718.1648577,2689708.73913,655103.1267,2689708739.13,655103126.7,3344811865.83,3328709147.66514
"2170",Wagoner,Oklahoma,"40145",1531.70784966735,0,0,0,0,0,12792516.5871668,8030630.40352487,3059287.77728736,2100317.86395644,25982752.6319354,1257862.87809,169597.2183,1257862878.09,169597218.3,1427460096.39,1401477343.75806
"2171",Washington,Oklahoma,"40147",1099.0767993845,0,0,0,135534476.978911,0,12792516.5871668,5130278.24581069,1954391.71557477,1507082.85271807,156918746.380181,947753.924987,182277.4325,947753924.987,182277432.5,1130031357.487,973112611.106819
"2172",Washita,Oklahoma,"40149",2610.3355888748,0,0,0,0,0,12792516.5871668,1692321.54370032,644693.922361312,2502023.12871384,17631555.1819422,2810359.3587,794604.908,2810359358.7,794604908,3604964266.7,3587332711.51806
"2174",Woodward,Oklahoma,"40153",3225.56032811553,0,0,60900824.6986678,0,72916666.69,12792516.5871668,3504639.01562103,1335100.57935025,3091719.92229768,154541467.493104,3023195.66685,942667.1611,3023195666.85,942667161.1,3965862827.95,3811321360.4569
"2180",Coos,Oregon,"41011",4108.56845348189,0,0,0,0,0,10447867.1282204,6177884.53330634,2353479.82568604,95345.7534316989,19074577.2406445,77423.8233696,11930.75817,77423823.3696,11930758.17,89354581.5396,70280004.2989555
"2340",Clark,South Dakota,"46025",2507.0606590759,0,0,0,0,0,2218426.52061505,685840.62516224,261272.619495103,209491.395032389,3375031.16030478,2096824.49522,946111.098,2096824495.22,946111098,3042935593.22,3039560562.0597
"2215",Bedford,Pennsylvania,"42009",2636.14919535488,0,0,0,0,0,9909992.93907804,4601270.55696356,1752864.97666885,35457348.5441337,51721477.0168442,148566.72287,9111.475957,148566722.87,9111475.957,157678198.827,105956721.810156
"2179",Columbia,Oregon,"41009",1781.85622884428,0,0,14379361.3871855,0,20833333.34,10447867.1282204,4630164.19218822,1763872.07581831,478070.708438237,52532668.8318506,52051.4034348,1683.281609,52051403.4348,1683281.609,53734685.0438,1202016.2119494
"2671",Palo Pinto,Texas,"48363",2551.32367781546,0,0,0,0,0,3878046.36698033,3088692.84575679,1176644.89535854,10314375.2278996,18457759.3359953,1810089.83348,369404.9628,1810089833.48,369404962.8,2179494796.28,2161037036.944
"2418",Fayette,Tennessee,"47047",1829.9570223523,0,0,0,0,0,2700128.13226527,4941031.31650639,1882297.64716195,4542763.12632535,14066220.222259,1360944.17265,0,1360944172.65,0,1360944172.65,1346877952.42774
"2175",Baker,Oregon,"41001",8001.81852884518,0,0,0,0,0,10447867.1282204,1141239.85258592,434758.039722119,110596.312918552,12134461.333447,716951.144667,66564.97383,716951144.667,66564973.83,783516118.497,771381657.163553
"2176",Benton,Oregon,"41003",1760.93321996359,0,0,0,0,0,10447867.1282204,6216310.60233575,2368118.32819504,472457.080629029,19504753.1393802,282698.149157,2442.611739,282698149.157,2442611.739,285140760.896,265636007.75662
"2177",Clackamas,Oregon,"41005",4867.44320645413,0,0,0,0,0,10447867.1282204,26249613.2919057,9999852.69739209,1305931.41260432,48003264.5301225,356217.577083,18708.23687,356217577.083,18708236.87,374925813.953,326922549.422877
"2498",Bailey,Texas,"48017",2142.94638467984,0,0,0,0,0,3878046.36698033,1121732.6978336,427326.742662647,726719.915502384,6153825.72297896,2752391.6413,601350.2909,2752391641.3,601350290.9,3353741932.2,3347588106.47702
"2220",Butler,Pennsylvania,"42019",2058.55887369294,0,0,0,18888595.184066,0,9909992.93907804,15035445.1397735,5727788.63313071,24222030.364723,73783852.2607712,211885.894876,0,211885894.876,0,211885894.876,138102042.615229
"2182",Curry,Oregon,"41015",4185.63727351313,0,0,0,0,0,10447867.1282204,2209492.32376471,841711.362676673,97134.2558736488,13596205.0705354,29911.2154348,28420.57265,29911215.4348,28420572.65,58331788.0848,44735583.0142646
"2183",Deschutes,Oregon,"41017",7911.16069152419,0,0,0,0,0,10447867.1282204,16886010.8317622,6432766.04064327,2122558.56288629,35889202.5635122,2752611.89074,8529.069261,2752611890.74,8529069.261,2761140960.001,2725251757.43749
"2187",Harney,Oregon,"41025",26486.2396121048,0,0,0,0,0,10447867.1282204,1203302.38738784,458400.910157752,366076.840360292,12475647.2661263,13008728.337,130445.5028,13008728337,130445502.8,13139173839.8,13126698192.5339
"2345",Davison,South Dakota,"46035",1131.63166545206,0,0,0,0,31250000.01,2218426.52061505,1623850.76848842,618609.817480179,94559.7767649389,35805446.8933486,1057278.24652,348400.93,1057278246.52,348400930,1405679176.52,1369873729.62665
"2652",Medina,Texas,"48325",3455.8507991628,0,0,0,0,0,3878046.36698033,4905669.66609096,1868826.5422219,8363871.5912859,19016414.1665791,3050932.39211,1595.224565,3050932392.11,1595224.565,3052527616.675,3033511202.50842
"2230",Crawford,Pennsylvania,"42039",2688.91661535988,0,0,0,0,0,9909992.93907804,6714917.50561348,2558063.81543838,36167093.199781,55350067.4599109,995665.413261,0,995665413.261,0,995665413.261,940315345.801089
"2184",Douglas,Oregon,"41019",13064.026127395,0,0,0,0,0,10447867.1282204,8697667.71197282,3313397.22849978,303171.147826993,22762103.21652,181260.611504,19372.8733,181260611.504,19372873.3,200633484.804,177871381.58748
"2336",Buffalo,South Dakota,"46017",1263.50121955925,0,0,0,0,0,2218426.52061505,234833.347127001,89460.3228471051,105578.870679642,2648299.0612688,1021179.64783,423613.6235,1021179647.83,423613623.5,1444793271.33,1442144972.26873
"2185",Gilliam,Oregon,"41021",3171.16009913494,0,0,0,0,0,10447867.1282204,198032.026069759,75440.771947461,850819.909386192,11572159.8356238,721851.831957,77718.11061,721851831.957,77718110.61,799569942.567,787997782.731376
"2235",Erie,Pennsylvania,"42049",2073.46727578643,0,666666666.684087,0,37777190.368132,0,9909992.93907804,16784246.8982967,6393998.82783729,27889032.9962974,765421128.713728,701868.092959,2562.071478,701868092.959,2562071.478,704430164.437,-60990964.2767285
"2347",Deuel,South Dakota,"46039",1648.80484195572,0,0,0,0,0,2218426.52061505,846570.148927384,322502.914353163,137775.057506897,3525274.64140249,1424150.21978,643748.7861,1424150219.78,643748786.1,2067899005.88,2064373731.2386
"2741",Young,Texas,"48503",2411.05996004992,0,0,0,0,0,3878046.36698033,2275741.71654496,866949.226630213,9747323.45455007,16768060.7647056,2351456.16087,664539.9604,2351456160.87,664539960.4,3015996121.27,2999228060.50529
"2186",Grant,Oregon,"41023",11728.8890653911,0,0,0,0,0,10447867.1282204,986470.196355595,375798.170594963,3146852.26221753,14956987.7573885,243912.607609,9493.326261,243912607.609,9493326.261,253405933.87,238448946.112612
"2188",Hood River,Oregon,"41027",1381.51630140444,0,0,0,0,0,10447867.1282204,1639830.39499953,624697.294255303,370659.80197503,13083054.6194503,36577.7759109,17331.85996,36577775.9109,17331859.96,53909635.8709,40826581.2514497
"2248",Lebanon,Pennsylvania,"42075",939.691439337916,0,0,0,0,0,9909992.93907804,8846950.68985832,3370266.93444487,12639256.8930674,34766467.4564486,292916.377543,417.785348,292916377.543,417785.348,293334162.891,258567695.434551
"2201",Polk,Oregon,"41053",1927.74089996221,0,0,0,0,0,10447867.1282204,6735354.03639049,2565849.16050777,517211.457811079,20266281.7829297,371619.522737,9302.482043,371619522.737,9302482.043,380922004.78,360655722.99707
"2189",Jackson,Oregon,"41029",7253.80213604021,0,0,0,0,0,10447867.1282204,13181624.9791407,5021571.42803765,168335.817629884,28819399.3530286,397185.0902,4014.688957,397185090.2,4014688.957,401199779.157,372380379.803971
"2713",Throckmorton,Texas,"48447",2371.01615327154,0,0,0,0,0,3878046.36698033,375983.770971476,143231.912962471,9585436.17530866,13982698.2262229,2507645.12609,818130.8687,2507645126.09,818130868.7,3325775994.79,3311793296.56378
"2341",Clay,South Dakota,"46027",1081.04636514534,0,0,0,0,0,2218426.52061505,1231423.48458177,469113.709104587,90332.8406949946,4009296.5549964,980082.98913,308876.9143,980082989.13,308876914.3,1288959903.43,1284950606.875
"2191",Josephine,Oregon,"41033",4250.26836708396,0,0,0,0,0,10447867.1282204,5449577.33770575,2076029.46504768,98634.1214305689,18072108.0524044,132166.803326,2929.515391,132166803.326,2929515.391,135096318.717,117024210.664596
"2551",DeWitt,Texas,"48123",2358.13562631662,0,0,0,0,0,3878046.36698033,4347869.01866894,1656331.05717603,8574235.27919628,18456481.7220216,2387553.72357,106219.1324,2387553723.57,106219132.4,2493772855.97,2475316374.24798
"2192",Klamath,Oregon,"41035",15888.9793721536,0,0,0,0,0,10447867.1282204,8565341.30489545,3262987.16858637,368728.603807206,22644924.2055094,4959129.553,12951.02204,4959129553,12951022.04,4972080575.04,4949435650.83449
"2193",Lake,Oregon,"41037",21648.9094717541,0,0,0,0,0,10447867.1282204,1239442.49799943,472168.571363442,299218.178674325,12458696.3762576,9577041.4913,114410.218,9577041491.3,114410218,9691451709.3,9678993012.92374
"2210",Yamhill,Oregon,"41071",1859.85617598876,0,0,0,0,0,10447867.1282204,7922847.45485979,3018227.60630672,498998.036572725,21887940.2259596,345237.52328,2755.829348,345237523.28,2755829.348,347993352.628,326105412.40204
"2216",Berks,Pennsylvania,"42011",2241.50517373138,0,0,0,0,0,9909992.93907804,26302317.9312009,10019930.6552485,30149215.5104572,76381457.0359846,358251.391759,237.786391,358251391.759,237786.391,358489178.15,282107721.114015
"2194",Lane,Oregon,"41039",11943.1102702365,0,0,0,0,0,10447867.1282204,22924129.6724224,8733001.79286171,3204327.65305159,45309326.2465561,465234.898065,10086.90196,465234898.065,10086901.96,475321800.025,430012473.778444
"2267",Sullivan,Pennsylvania,"42113",1171.9157171258,0,0,0,0,0,9909992.93907804,858563.920803084,327071.970312555,15762774.0188977,26858402.8490914,47948.7619783,4497.54587,47948761.9783,4497545.87,52446307.8483,25587904.9992086
"2196",Linn,Oregon,"41043",5980.47175914029,0,0,0,0,0,10447867.1282204,11437311.035053,4357070.87692808,1604556.15015668,27846805.1903581,1097463.52679,4937.669217,1097463526.79,4937669.217,1102401196.007,1074554390.81664
"2221",Cambria,Pennsylvania,"42021",1795.36665313871,0,0,0,0,0,9909992.93907804,8724581.48782933,3323650.09550787,24148459.1604399,46106683.6828551,84101.8876087,11602.81043,84101887.6087,11602810.43,95704698.0387,49598014.3558449
"2218",Bradford,Pennsylvania,"42015",3007.99452326309,0,0,0,0,0,9909992.93907804,6178544.45477022,2353731.22433932,40458829.2719247,58901097.8901123,63828.0802637,5227.901348,63828080.2637,5227901.348,69055981.6117,10154883.7215877
"2197",Malheur,Oregon,"41045",25717.9763105203,0,0,0,0,0,10447867.1282204,3539535.8971518,1348394.62947684,355458.368046831,15691256.0228959,11831593.65,292565.9659,11831593650,292565965.9,12124159615.9,12108468359.8771
"2229",Columbia,Pennsylvania,"42037",1268.54164701306,0,0,0,0,0,9909992.93907804,4933612.87127925,1879471.57278553,17062434.6300842,33785512.013227,71100.6472996,2445.201652,71100647.2996,2445201.652,73545848.9516,39760336.938373
"2198",Marion,Oregon,"41047",3094.63806722534,0,0,0,0,0,10447867.1282204,20897555.6353824,7960973.58713541,830289.104816239,40136685.4555545,767744.202067,2759.876087,767744202.067,2759876.087,770504078.154,730367392.698446
"2268",Susquehanna,Pennsylvania,"42115",2154.77491772496,0,0,0,0,0,9909992.93907804,2839204.95259373,1081601.88829899,28982655.9993489,42813455.7793197,11562.8934174,457.443391,11562893.4174,457443.391,12020336.8084,-30793118.9709197
"2199",Morrow,Oregon,"41049",5304.10007434946,0,0,0,0,10416666.67,10447867.1282204,853146.795918655,325008.303686869,1423086.12733377,23465775.0251597,1651690.61618,100815.6026,1651690616.18,100815602.6,1752506218.78,1729040443.75484
"2200",Multnomah,Oregon,"41051",1205.97101788625,0,0,0,0,0,10447867.1282204,42287869.5722064,16109664.6227161,323561.13223052,69168962.4553734,56363.1155217,14.73013,56363115.5217,14730.13,56377845.6517,-12791116.8036734
"2202",Sherman,Oregon,"41055",2148.56399906634,0,0,0,0,0,10447867.1282204,778966.013209393,296748.957851149,576458.131992368,12100040.2312733,777802.633043,142882.1033,777802633.043,142882103.3,920684736.343,908584696.111727
"2203",Tillamook,Oregon,"41057",2824.33617857921,0,0,0,0,0,10447867.1282204,3966157.56780508,1510917.170918,757767.30799256,16682709.174936,34716.259,14740.81383,34716259,14740813.83,49457072.83,32774363.655064
"2269",Tioga,Pennsylvania,"42117",2945.29883566882,0,0,0,0,0,9909992.93907804,4241907.88625337,1615964.91143432,39615545.1167026,55383410.8534683,145964.79863,4135.281783,145964798.63,4135281.783,150100080.413,94716669.5595317
"2204",Umatilla,Oregon,"41059",8369.87848328679,0,0,0,0,0,10447867.1282204,5566915.93955711,2120729.88486657,2245632.20717431,20381145.1598184,2009254.85114,168018.0188,2009254851.14,168018018.8,2177272869.94,2156891724.78018
"2205",Union,Oregon,"41061",5279.13964051567,0,0,0,0,0,10447867.1282204,1942455.02007012,739982.865880945,1416389.26139549,14546694.2755669,674582.822687,67243.36917,674582822.687,67243369.17,741826191.857,727279497.581433
"2206",Wallowa,Oregon,"41063",8162.63405644111,0,0,0,0,0,10447867.1282204,788733.634554348,300469.956464244,2190028.68071794,13727099.3999569,472870.004565,4126.702696,472870004.565,4126702.696,476996707.261,463269607.861043
